Contrast,Similarity
1 vs. 1,0.489657401
1 vs. 1,0.489657401
1 vs. 1,0.489657401
1 vs. 1,0.481146305
1 vs. 1,0.459276018
1 vs. 1,0.440045249
1 vs. 1,0.455128205
1 vs. 1,0.455128205
1 vs. 1,0.489657401
1 vs. 1,0.420060332
1 vs. 1,0.642081448
1 vs. 1,0.392307692
1 vs. 1,0.623076923
1 vs. 1,0.315384615
1 vs. 1,0.367269985
1 vs. 1,0.324660633
1 vs. 1,0.552036199
1 vs. 1,0.475113122
1 vs. 1,0.53280543
1 vs. 1,0.525641026
1 vs. 1,0.615384615
1 vs. 1,0.653846154
1 vs. 1,0.564102564
1 vs. 1,0.460030166
1 vs. 1,0.279411765
1 vs. 1,0.35520362
1 vs. 1,0.517533937
1 vs. 1,0.555995475
1 vs. 1,0.354072398
1 vs. 1,0.531372549
1 vs. 1,0.437782805
1 vs. 1,0.420060332
1 vs. 1,0.403971845
1 vs. 1,0.408371041
1 vs. 1,0.523755656
1 vs. 1,0.562217195
1 vs. 1,0.542986425
1 vs. 1,0.562217195
1 vs. 1,0.562217195
1 vs. 1,0.325037707
1 vs. 1,0.363499246
1 vs. 1,0.532126697
1 vs. 1,0.458144796
1 vs. 1,0.45852187
1 vs. 1,0.420060332
1 vs. 1,0.523378582
1 vs. 1,0.493270681
1 vs. 1,0.429168117
1 vs. 1,0.475113122
1 vs. 1,0.391176471
1 vs. 1,0.391176471
1 vs. 1,0.391176471
1 vs. 1,0.391176471
1 vs. 1,0.546832579
1 vs. 1,0.469909502
1 vs. 1,0.503601441
1 vs. 1,0.496983409
1 vs. 1,0.443438914
1 vs. 1,0.393870835
1 vs. 1,0.547716989
1 vs. 1,0.547716989
1 vs. 1,0.547716989
1 vs. 1,0.547716989
1 vs. 1,0.381652661
1 vs. 1,0.524509804
1 vs. 1,0.533613445
1 vs. 1,0.545248869
1 vs. 1,0.404977376
1 vs. 1,0.514027149
1 vs. 1,0.475565611
1 vs. 1,0.520361991
1 vs. 1,0.557817999
1 vs. 1,0.462184874
1 vs. 1,0.443438914
1 vs. 1,0.485994398
1 vs. 1,0.534841629
1 vs. 1,0.340723982
1 vs. 1,0.368347339
1 vs. 1,0.403361345
1 vs. 1,0.386694678
1 vs. 1,0.55106658
1 vs. 1,0.406862745
1 vs. 1,0.406862745
1 vs. 1,0.472204266
1 vs. 1,0.395281189
1 vs. 1,0.395281189
1 vs. 1,0.395281189
1 vs. 1,0.549127343
1 vs. 1,0.549127343
1 vs. 1,0.513505402
1 vs. 1,0.442076831
1 vs. 1,0.442076831
1 vs. 1,0.442076831
1 vs. 1,0.525630252
1 vs. 1,0.634992459
1 vs. 1,0.36199095
1 vs. 1,0.403846154
1 vs. 1,0.530542986
1 vs. 1,0.472850679
1 vs. 1,0.495475113
1 vs. 1,0.495475113
1 vs. 1,0.495475113
1 vs. 1,0.462669683
1 vs. 1,0.462669683
1 vs. 1,0.33785822
1 vs. 1,0.476082741
1 vs. 1,0.508597285
1 vs. 1,0.403684551
1 vs. 1,0.468024133
1 vs. 1,0.406535948
1 vs. 1,0.406535948
1 vs. 1,0.406535948
1 vs. 1,0.458220211
1 vs. 1,0.498491704
1 vs. 1,0.471557854
1 vs. 1,0.460784314
1 vs. 1,0.52760181
1 vs. 1,0.472204266
1 vs. 1,0.549127343
1 vs. 1,0.437104072
1 vs. 1,0.437104072
1 vs. 1,0.408597285
1 vs. 1,0.408597285
1 vs. 1,0.389366516
1 vs. 1,0.466289593
1 vs. 1,0.433823529
1 vs. 1,0.458144796
1 vs. 1,0.389140271
1 vs. 1,0.312217195
1 vs. 1,0.574660633
1 vs. 1,0.328054299
1 vs. 1,0.543438914
1 vs. 1,0.543438914
1 vs. 1,0.496606335
1 vs. 1,0.520361991
1 vs. 1,0.516968326
1 vs. 1,0.533031674
1 vs. 1,0.533031674
1 vs. 1,0.571493213
1 vs. 1,0.533031674
1 vs. 1,0.533031674
1 vs. 1,0.435897436
1 vs. 1,0.495475113
1 vs. 1,0.494720965
1 vs. 1,0.531512605
1 vs. 1,0.567226891
1 vs. 1,0.460084034
1 vs. 1,0.480769231
1 vs. 1,0.480769231
1 vs. 1,0.480769231
1 vs. 1,0.403846154
1 vs. 1,0.403846154
1 vs. 1,0.414781297
1 vs. 1,0.330639948
1 vs. 1,0.330639948
1 vs. 1,0.330639948
1 vs. 1,0.493464052
1 vs. 1,0.493464052
1 vs. 1,0.493464052
1 vs. 1,0.466013072
1 vs. 1,0.427871148
1 vs. 1,0.358031674
1 vs. 1,0.281108597
1 vs. 1,0.317065288
1 vs. 1,0.355526826
1 vs. 1,0.355526826
1 vs. 1,0.547834518
1 vs. 1,0.545248869
1 vs. 1,0.545248869
1 vs. 1,0.501566307
1 vs. 1,0.423202614
1 vs. 1,0.559728507
1 vs. 1,0.549127343
1 vs. 1,0.546153846
1 vs. 1,0.623076923
1 vs. 1,0.507352941
1 vs. 1,0.398190045
1 vs. 1,0.475113122
1 vs. 1,0.23627451
1 vs. 1,0.468325792
1 vs. 1,0.434173669
1 vs. 1,0.239215686
1 vs. 1,0.480894922
1 vs. 1,0.403971845
1 vs. 1,0.594570136
1 vs. 1,0.517647059
1 vs. 1,0.497737557
1 vs. 1,0.481900452
1 vs. 1,0.496323529
1 vs. 1,0.579656863
1 vs. 1,0.579656863
1 vs. 1,0.518552036
1 vs. 1,0.577030812
1 vs. 1,0.551389787
1 vs. 1,0.608333333
1 vs. 1,0.521116139
1 vs. 1,0.520361991
1 vs. 1,0.56561086
1 vs. 1,0.472850679
1 vs. 1,0.512254902
1 vs. 1,0.512254902
1 vs. 1,0.376319759
1 vs. 1,0.453996983
1 vs. 1,0.576923077
1 vs. 1,0.653846154
1 vs. 1,0.332399627
1 vs. 1,0.420060332
1 vs. 1,0.522624434
1 vs. 1,0.599547511
1 vs. 1,0.591704374
1 vs. 1,0.453081232
1 vs. 1,0.453081232
1 vs. 1,0.524509804
1 vs. 1,0.524509804
1 vs. 1,0.650829563
1 vs. 1,0.6
1 vs. 1,0.476370035
1 vs. 1,0.369532428
1 vs. 1,0.458144796
1 vs. 1,0.498491704
1 vs. 1,0.456699346
1 vs. 1,0.466666667
1 vs. 1,0.533333333
1 vs. 1,0.679864253
1 vs. 1,0.679864253
1 vs. 1,0.425420168
1 vs. 1,0.473039216
1 vs. 1,0.567226891
1 vs. 1,0.567226891
1 vs. 1,0.495798319
1 vs. 1,0.495798319
1 vs. 1,0.528011204
1 vs. 1,0.56372549
1 vs. 1,0.462669683
1 vs. 1,0.593514329
1 vs. 1,0.449472097
1 vs. 1,0.569381599
1 vs. 1,0.530165913
1 vs. 1,0.645550528
1 vs. 1,0.601809955
1 vs. 1,0.568627451
1 vs. 1,0.556722689
1 vs. 1,0.563348416
1 vs. 1,0.553167421
1 vs. 1,0.399321267
1 vs. 1,0.43767507
1 vs. 1,0.419817927
1 vs. 1,0.437217195
1 vs. 1,0.43487395
1 vs. 1,0.360744298
1 vs. 1,0.492458522
1 vs. 1,0.492458522
1 vs. 1,0.485132515
1 vs. 1,0.485132515
1 vs. 1,0.53092006
1 vs. 1,0.519230769
1 vs. 1,0.575414781
1 vs. 1,0.364145658
1 vs. 1,0.43557423
1 vs. 1,0.467503085
1 vs. 1,0.390580008
1 vs. 1,0.323529412
1 vs. 1,0.495475113
1 vs. 1,0.576923077
1 vs. 1,0.360744298
1 vs. 1,0.56561086
1 vs. 1,0.642533937
1 vs. 1,0.527149321
1 vs. 1,0.559954751
1 vs. 1,0.636877828
1 vs. 1,0.521493213
1 vs. 1,0.594405594
1 vs. 1,0.517482517
1 vs. 1,0.564479638
1 vs. 1,0.507352941
1 vs. 1,0.459276018
1 vs. 1,0.497737557
1 vs. 1,0.463800905
1 vs. 1,0.442433384
1 vs. 1,0.480894922
1 vs. 1,0.535444947
1 vs. 1,0.496983409
1 vs. 1,0.535444947
1 vs. 1,0.45361991
1 vs. 1,0.358974359
1 vs. 1,0.481900452
1 vs. 1,0.357843137
1 vs. 1,0.49321267
1 vs. 1,0.308823529
1 vs. 1,0.498491704
1 vs. 1,0.480769231
1 vs. 1,0.480769231
1 vs. 1,0.480769231
1 vs. 1,0.557692308
1 vs. 1,0.548717949
1 vs. 1,0.57239819
1 vs. 1,0.578431373
1 vs. 1,0.296218487
1 vs. 1,0.45852187
1 vs. 1,0.433473389
1 vs. 1,0.5239819
1 vs. 1,0.311085973
1 vs. 1,0.535014006
1 vs. 1,0.399346405
1 vs. 1,0.550678733
1 vs. 1,0.396832579
1 vs. 1,0.554298643
1 vs. 1,0.443438914
1 vs. 1,0.42451666
1 vs. 1,0.459893048
1 vs. 1,0.360180995
1 vs. 1,0.604072398
1 vs. 1,0.459276018
1 vs. 1,0.60331825
1 vs. 1,0.487933635
1 vs. 1,0.487933635
1 vs. 1,0.56561086
1 vs. 1,0.650452489
1 vs. 1,0.406108597
1 vs. 1,0.610859729
1 vs. 1,0.331932773
1 vs. 1,0.349789916
1 vs. 1,0.511660285
1 vs. 1,0.474189676
1 vs. 1,0.328054299
1 vs. 1,0.446832579
1 vs. 1,0.292986425
1 vs. 1,0.466063348
1 vs. 1,0.314479638
1 vs. 1,0.2760181
1 vs. 1,0.487933635
1 vs. 1,0.446670976
1 vs. 1,0.402714932
1 vs. 1,0.325791855
1 vs. 1,0.417016807
1 vs. 1,0.327170868
1 vs. 1,0.611236802
1 vs. 1,0.726381462
1 vs. 1,0.726381462
1 vs. 1,0.658748115
1 vs. 1,0.620286576
1 vs. 1,0.542043741
1 vs. 1,0.600315126
1 vs. 1,0.605462185
1 vs. 1,0.413650075
1 vs. 1,0.403846154
1 vs. 1,0.55938914
1 vs. 1,0.567496229
1 vs. 1,0.576168929
1 vs. 1,0.653092006
1 vs. 1,0.535014006
1 vs. 1,0.606442577
1 vs. 1,0.636500754
1 vs. 1,0.722850679
1 vs. 1,0.592006033
1 vs. 1,0.592006033
1 vs. 1,0.707390649
1 vs. 1,0.707390649
1 vs. 1,0.483031674
1 vs. 1,0.608193277
1 vs. 1,0.572478992
1 vs. 1,0.533660131
1 vs. 1,0.533660131
1 vs. 1,0.572478992
1 vs. 1,0.572478992
1 vs. 1,0.572478992
1 vs. 1,0.572478992
1 vs. 1,0.427871148
1 vs. 1,0.590874811
1 vs. 1,0.515761689
1 vs. 1,0.513951735
1 vs. 1,0.561463047
1 vs. 1,0.554675716
1 vs. 1,0.646003017
1 vs. 1,0.548717949
1 vs. 1,0.68438914
1 vs. 1,0.645927602
1 vs. 1,0.68438914
1 vs. 1,0.599924585
1 vs. 1,0.544268477
1 vs. 1,0.503092006
1 vs. 1,0.639140271
1 vs. 1,0.684012066
1 vs. 1,0.684012066
1 vs. 1,0.677440207
1 vs. 1,0.749321267
1 vs. 1,0.417119155
1 vs. 1,0.715896359
1 vs. 1,0.566013072
1 vs. 1,0.632679739
1 vs. 1,0.665567439
1 vs. 1,0.432234106
1 vs. 1,0.565567439
1 vs. 1,0.377073906
1 vs. 1,0.760180995
1 vs. 1,0.721719457
1 vs. 1,0.546078431
1 vs. 1,0.546078431
1 vs. 1,0.469155354
1 vs. 1,0.565987934
1 vs. 1,0.595776772
1 vs. 1,0.529600302
1 vs. 1,0.441742081
1 vs. 1,0.569852941
1 vs. 1,0.633053221
1 vs. 1,0.59811463
1 vs. 1,0.627828054
1 vs. 1,0.659879336
1 vs. 1,0.652337858
1 vs. 1,0.570135747
1 vs. 1,0.648944193
1 vs. 1,0.742081448
1 vs. 1,0.70361991
1 vs. 1,0.626696833
1 vs. 1,0.729260935
1 vs. 1,0.690799397
1 vs. 1,0.571266968
1 vs. 1,0.53280543
1 vs. 1,0.563536953
1 vs. 1,0.629201681
1 vs. 1,0.593487395
1 vs. 1,0.629201681
1 vs. 1,0.593487395
1 vs. 1,0.56372549
1 vs. 1,0.470965309
1 vs. 1,0.470965309
1 vs. 1,0.470965309
1 vs. 1,0.470965309
1 vs. 1,0.559200603
1 vs. 1,0.501508296
1 vs. 1,0.69581738
1 vs. 1,0.69581738
1 vs. 1,0.581825038
1 vs. 1,0.564379085
1 vs. 1,0.564379085
1 vs. 1,0.570067188
1 vs. 1,0.570067188
1 vs. 1,0.731146305
1 vs. 1,0.660633484
1 vs. 1,0.450037707
1 vs. 1,0.523755656
1 vs. 1,0.673831071
1 vs. 1,0.573152338
1 vs. 1,0.670060332
1 vs. 1,0.593137255
1 vs. 1,0.650452489
1 vs. 1,0.591063348
1 vs. 1,0.426659125
1 vs. 1,0.59863176
1 vs. 1,0.59863176
1 vs. 1,0.59863176
1 vs. 1,0.545248869
1 vs. 1,0.523378582
1 vs. 1,0.625942685
1 vs. 1,0.583333333
1 vs. 1,0.583333333
1 vs. 1,0.714016376
1 vs. 1,0.605957768
1 vs. 1,0.558748115
1 vs. 1,0.578205128
1 vs. 1,0.501282051
1 vs. 1,0.385897436
1 vs. 1,0.527526395
1 vs. 1,0.510558069
1 vs. 1,0.737933635
1 vs. 1,0.62254902
1 vs. 1,0.705882353
1 vs. 1,0.564102564
1 vs. 1,0.576923077
1 vs. 1,0.615384615
1 vs. 1,0.602564103
1 vs. 1,0.722850679
1 vs. 1,0.471719457
1 vs. 1,0.509049774
1 vs. 1,0.697146807
1 vs. 1,0.658685269
1 vs. 1,0.463046757
1 vs. 1,0.486928105
1 vs. 1,0.546757164
1 vs. 1,0.452111614
1 vs. 1,0.551407743
1 vs. 1,0.555806938
1 vs. 1,0.620098039
1 vs. 1,0.709653092
1 vs. 1,0.671191554
1 vs. 1,0.639140271
1 vs. 1,0.651960784
1 vs. 1,0.472473605
1 vs. 1,0.555806938
1 vs. 1,0.558333333
1 vs. 1,0.475301659
1 vs. 1,0.549773756
1 vs. 1,0.503393665
1 vs. 1,0.478506787
1 vs. 1,0.506845342
1 vs. 1,0.660691496
1 vs. 1,0.609728507
1 vs. 1,0.487330317
1 vs. 1,0.461689291
1 vs. 1,0.461689291
1 vs. 1,0.448868778
1 vs. 1,0.655806938
1 vs. 1,0.566063348
1 vs. 1,0.604791917
1 vs. 1,0.625188537
1 vs. 1,0.62933635
1 vs. 1,0.579768271
1 vs. 1,0.637460579
1 vs. 1,0.586178527
1 vs. 1,0.663101604
1 vs. 1,0.663101604
1 vs. 1,0.554271709
1 vs. 1,0.661414566
1 vs. 1,0.652661064
1 vs. 1,0.5260181
1 vs. 1,0.513951735
1 vs. 1,0.623001508
1 vs. 1,0.623001508
1 vs. 1,0.62933635
1 vs. 1,0.461664153
1 vs. 1,0.527661064
1 vs. 1,0.542043741
1 vs. 1,0.493872549
1 vs. 1,0.538235294
1 vs. 1,0.417647059
1 vs. 1,0.433823529
1 vs. 1,0.553361345
1 vs. 1,0.536694678
1 vs. 1,0.627989657
1 vs. 1,0.567973856
1 vs. 1,0.534640523
1 vs. 1,0.427332471
1 vs. 1,0.427332471
1 vs. 1,0.427332471
1 vs. 1,0.504255548
1 vs. 1,0.696563241
1 vs. 1,0.696563241
1 vs. 1,0.471838735
1 vs. 1,0.471838735
1 vs. 1,0.471838735
1 vs. 1,0.543267307
1 vs. 1,0.680392157
1 vs. 1,0.699095023
1 vs. 1,0.554298643
1 vs. 1,0.551282051
1 vs. 1,0.68438914
1 vs. 1,0.626696833
1 vs. 1,0.681372549
1 vs. 1,0.604449472
1 vs. 1,0.565987934
1 vs. 1,0.610105581
1 vs. 1,0.533182504
1 vs. 1,0.619909502
1 vs. 1,0.5850571
1 vs. 1,0.521417798
1 vs. 1,0.589581987
1 vs. 1,0.662468577
1 vs. 1,0.567647059
1 vs. 1,0.534313725
1 vs. 1,0.534313725
1 vs. 1,0.599245852
1 vs. 1,0.647812971
1 vs. 1,0.584680026
1 vs. 1,0.608220211
1 vs. 1,0.566063348
1 vs. 1,0.504255548
1 vs. 1,0.427332471
1 vs. 1,0.546078431
1 vs. 1,0.546078431
1 vs. 1,0.600904977
1 vs. 1,0.594494721
1 vs. 1,0.600904977
1 vs. 1,0.581674208
1 vs. 1,0.612394958
1 vs. 1,0.490196078
1 vs. 1,0.459653092
1 vs. 1,0.421191554
1 vs. 1,0.645173454
1 vs. 1,0.437028658
1 vs. 1,0.72933635
1 vs. 1,0.72933635
1 vs. 1,0.671694319
1 vs. 1,0.78959276
1 vs. 1,0.709276018
1 vs. 1,0.802262443
1 vs. 1,0.71892911
1 vs. 1,0.609954751
1 vs. 1,0.686877828
1 vs. 1,0.642006033
1 vs. 1,0.480769231
1 vs. 1,0.604449472
1 vs. 1,0.603695324
1 vs. 1,0.698179272
1 vs. 1,0.608893557
1 vs. 1,0.526435574
1 vs. 1,0.666666667
1 vs. 1,0.544871795
1 vs. 1,0.615384615
1 vs. 1,0.551282051
1 vs. 1,0.666666667
1 vs. 1,0.67760181
1 vs. 1,0.465255333
1 vs. 1,0.54217841
1 vs. 1,0.54217841
1 vs. 1,0.587908497
1 vs. 1,0.610130719
1 vs. 1,0.610130719
1 vs. 1,0.560457516
1 vs. 1,0.529061625
1 vs. 1,0.415912519
1 vs. 1,0.467006033
1 vs. 1,0.470911441
1 vs. 1,0.624757595
1 vs. 1,0.547834518
1 vs. 1,0.663219134
1 vs. 1,0.692684766
1 vs. 1,0.75678733
1 vs. 1,0.614688479
1 vs. 1,0.519356461
1 vs. 1,0.729788839
1 vs. 1,0.632460677
1 vs. 1,0.655128205
1 vs. 1,0.578205128
1 vs. 1,0.543067227
1 vs. 1,0.590497738
1 vs. 1,0.552036199
1 vs. 1,0.397385621
1 vs. 1,0.500377074
1 vs. 1,0.463935574
1 vs. 1,0.405882353
1 vs. 1,0.512946204
1 vs. 1,0.436023127
1 vs. 1,0.703544495
1 vs. 1,0.703544495
1 vs. 1,0.645173454
1 vs. 1,0.706259427
1 vs. 1,0.573529412
1 vs. 1,0.61199095
1 vs. 1,0.650452489
1 vs. 1,0.704449472
1 vs. 1,0.679594915
1 vs. 1,0.54497953
1 vs. 1,0.6
1 vs. 1,0.519042232
1 vs. 1,0.516716943
1 vs. 1,0.561965812
1 vs. 1,0.504901961
1 vs. 1,0.588235294
1 vs. 1,0.511312217
1 vs. 1,0.418174962
1 vs. 1,0.521116139
1 vs. 1,0.653846154
1 vs. 1,0.653846154
1 vs. 1,0.396574014
1 vs. 1,0.432880845
1 vs. 1,0.547511312
1 vs. 1,0.641402715
1 vs. 1,0.635947712
1 vs. 1,0.631652661
1 vs. 1,0.595938375
1 vs. 1,0.703081232
1 vs. 1,0.667366947
1 vs. 1,0.79826546
1 vs. 1,0.734803922
1 vs. 1,0.630216189
1 vs. 1,0.468137255
1 vs. 1,0.490196078
1 vs. 1,0.645927602
1 vs. 1,0.421568627
1 vs. 1,0.51879085
1 vs. 1,0.452124183
1 vs. 1,0.795248869
1 vs. 1,0.718325792
1 vs. 1,0.56232493
1 vs. 1,0.50280112
1 vs. 1,0.733893557
1 vs. 1,0.680322129
1 vs. 1,0.662464986
1 vs. 1,0.608893557
1 vs. 1,0.56372549
1 vs. 1,0.599439776
1 vs. 1,0.602941176
1 vs. 1,0.606334842
1 vs. 1,0.529788839
1 vs. 1,0.618149824
1 vs. 1,0.491704374
1 vs. 1,0.664781297
1 vs. 1,0.595399698
1 vs. 1,0.741246499
1 vs. 1,0.640056022
1 vs. 1,0.736425339
1 vs. 1,0.623680241
1 vs. 1,0.623680241
1 vs. 1,0.651960784
1 vs. 1,0.56267507
1 vs. 1,0.584653092
1 vs. 1,0.607492997
1 vs. 1,0.426220488
1 vs. 1,0.601432881
1 vs. 1,0.646304676
1 vs. 1,0.555645335
1 vs. 1,0.658209438
1 vs. 1,0.576357466
1 vs. 1,0.660822021
1 vs. 1,0.752639517
1 vs. 1,0.50105042
1 vs. 1,0.572478992
1 vs. 1,0.582887701
1 vs. 1,0.505964624
1 vs. 1,0.432503771
1 vs. 1,0.57239819
1 vs. 1,0.721091001
1 vs. 1,0.461934774
1 vs. 1,0.674585219
1 vs. 1,0.789969834
1 vs. 1,0.56561086
1 vs. 1,0.66892911
1 vs. 1,0.784313725
1 vs. 1,0.559954751
1 vs. 1,0.703379953
1 vs. 1,0.5495338
1 vs. 1,0.750377074
1 vs. 1,0.608543417
1 vs. 1,0.574660633
1 vs. 1,0.536199095
1 vs. 1,0.694570136
1 vs. 1,0.551407743
1 vs. 1,0.589869281
1 vs. 1,0.516214178
1 vs. 1,0.70852187
1 vs. 1,0.593137255
1 vs. 1,0.475301659
1 vs. 1,0.544871795
1 vs. 1,0.667797888
1 vs. 1,0.432880845
1 vs. 1,0.602187029
1 vs. 1,0.477375566
1 vs. 1,0.561840121
1 vs. 1,0.668552036
1 vs. 1,0.591628959
1 vs. 1,0.553167421
1 vs. 1,0.544871795
1 vs. 1,0.580957768
1 vs. 1,0.719834087
1 vs. 1,0.649321267
1 vs. 1,0.468837535
1 vs. 1,0.535444947
1 vs. 1,0.576330532
1 vs. 1,0.530392157
1 vs. 1,0.45852187
1 vs. 1,0.639355742
1 vs. 1,0.49379085
1 vs. 1,0.582730015
1 vs. 1,0.505806938
1 vs. 1,0.521116139
1 vs. 1,0.447478992
1 vs. 1,0.61135678
1 vs. 1,0.462978198
1 vs. 1,0.546078431
1 vs. 1,0.741138763
1 vs. 1,0.574660633
1 vs. 1,0.716440422
1 vs. 1,0.558446456
1 vs. 1,0.673831071
1 vs. 1,0.713046757
1 vs. 1,0.528657617
1 vs. 1,0.519230769
1 vs. 1,0.803167421
1 vs. 1,0.49912465
1 vs. 1,0.445553221
1 vs. 1,0.582173106
1 vs. 1,0.575380152
1 vs. 1,0.513951735
1 vs. 1,0.639140271
1 vs. 1,0.485294118
1 vs. 1,0.639140271
1 vs. 1,0.468325792
1 vs. 1,0.468325792
1 vs. 1,0.712292609
1 vs. 1,0.632568412
1 vs. 1,0.458333333
1 vs. 1,0.396304676
1 vs. 1,0.481267507
1 vs. 1,0.428361345
1 vs. 1,0.781674208
1 vs. 1,0.704751131
1 vs. 1,0.800581771
1 vs. 1,0.723658694
1 vs. 1,0.697640595
1 vs. 1,0.558298319
1 vs. 1,0.745798319
1 vs. 1,0.503582202
1 vs. 1,0.492835596
1 vs. 1,0.454751131
1 vs. 1,0.468325792
1 vs. 1,0.721068148
1 vs. 1,0.797991224
1 vs. 1,0.66956328
1 vs. 1,0.740991851
1 vs. 1,0.617216117
1 vs. 1,0.733678087
1 vs. 1,0.759175465
1 vs. 1,0.720713927
1 vs. 1,0.720713927
1 vs. 1,0.87456008
1 vs. 1,0.778406234
1 vs. 1,0.74719888
1 vs. 1,0.675770308
1 vs. 1,0.698319328
1 vs. 1,0.631652661
1 vs. 1,0.735294118
1 vs. 1,0.663865546
1 vs. 1,0.735294118
1 vs. 1,0.663865546
1 vs. 1,0.60210084
1 vs. 1,0.634992459
1 vs. 1,0.559469942
1 vs. 1,0.562055591
1 vs. 1,0.67032967
1 vs. 1,0.85331825
1 vs. 1,0.673049989
1 vs. 1,0.651745314
1 vs. 1,0.647274294
1 vs. 1,0.628043525
1 vs. 1,0.634453782
1 vs. 1,0.631868132
1 vs. 1,0.762443439
1 vs. 1,0.725490196
1 vs. 1,0.616515837
1 vs. 1,0.687028658
1 vs. 1,0.610105581
1 vs. 1,0.751256913
1 vs. 1,0.752477914
1 vs. 1,0.690045249
1 vs. 1,0.639122316
1 vs. 1,0.565546218
1 vs. 1,0.632212885
1 vs. 1,0.597254902
1 vs. 1,0.530588235
1 vs. 1,0.497254902
1 vs. 1,0.416892911
1 vs. 1,0.683150183
1 vs. 1,0.606227106
1 vs. 1,0.607627666
1 vs. 1,0.607627666
1 vs. 1,0.607627666
1 vs. 1,0.704266322
1 vs. 1,0.529864253
1 vs. 1,0.464630468
1 vs. 1,0.509426848
1 vs. 1,0.71442577
1 vs. 1,0.578221289
1 vs. 1,0.790636965
1 vs. 1,0.696078431
1 vs. 1,0.673642534
1 vs. 1,0.664781297
1 vs. 1,0.545625943
1 vs. 1,0.699095023
1 vs. 1,0.67760181
1 vs. 1,0.773755656
1 vs. 1,0.696832579
1 vs. 1,0.616408102
1 vs. 1,0.539485025
1 vs. 1,0.806184012
1 vs. 1,0.729260935
1 vs. 1,0.57309847
1 vs. 1,0.721288515
1 vs. 1,0.649859944
1 vs. 1,0.721288515
1 vs. 1,0.649859944
1 vs. 1,0.620098039
1 vs. 1,0.735671192
1 vs. 1,0.601055807
1 vs. 1,0.754901961
1 vs. 1,0.601055807
1 vs. 1,0.606146305
1 vs. 1,0.538838612
1 vs. 1,0.725490196
1 vs. 1,0.648567119
1 vs. 1,0.576222797
1 vs. 1,0.630980392
1 vs. 1,0.564313725
1 vs. 1,0.726696833
1 vs. 1,0.611312217
1 vs. 1,0.727375566
1 vs. 1,0.640837104
1 vs. 1,0.639517345
1 vs. 1,0.751131222
1 vs. 1,0.708144796
1 vs. 1,0.57831825
1 vs. 1,0.860180995
1 vs. 1,0.783257919
1 vs. 1,0.781108597
1 vs. 1,0.57239819
1 vs. 1,0.543891403
1 vs. 1,0.780392157
1 vs. 1,0.780392157
1 vs. 1,0.70346908
1 vs. 1,0.560897436
1 vs. 1,0.71892911
1 vs. 1,0.756410256
1 vs. 1,0.763060469
1 vs. 1,0.753445084
1 vs. 1,0.639366516
1 vs. 1,0.564479638
1 vs. 1,0.792986425
1 vs. 1,0.649321267
1 vs. 1,0.803167421
1 vs. 1,0.57239819
1 vs. 1,0.489010989
1 vs. 1,0.637254902
1 vs. 1,0.724305107
1 vs. 1,0.64738203
1 vs. 1,0.637766645
1 vs. 1,0.688159879
1 vs. 1,0.688159879
1 vs. 1,0.688159879
1 vs. 1,0.688159879
1 vs. 1,0.661279897
1 vs. 1,0.697888386
1 vs. 1,0.776772247
1 vs. 1,0.7673454
1 vs. 1,0.786576169
1 vs. 1,0.782428356
1 vs. 1,0.557581699
1 vs. 1,0.839366516
1 vs. 1,0.561840121
1 vs. 1,0.818778281
1 vs. 1,0.814641241
1 vs. 1,0.911926309
1 vs. 1,0.872333549
1 vs. 1,0.910795087
1 vs. 1,0.917205344
1 vs. 1,0.891564318
1 vs. 1,0.738687783
1 vs. 1,0.770739065
1 vs. 1,0.678167421
1 vs. 1,0.472285068
1 vs. 1,0.707956259
1 vs. 1,0.660633484
1 vs. 1,0.771870287
1 vs. 1,0.454533589
1 vs. 1,0.448123332
1 vs. 1,0.724305107
1 vs. 1,0.578808446
1 vs. 1,0.514705882
1 vs. 1,0.578808446
1 vs. 1,0.50188537
1 vs. 1,0.895927602
1 vs. 1,0.729260935
1 vs. 1,0.674369748
1 vs. 1,0.632352941
1 vs. 1,0.681561086
1 vs. 1,0.573303167
1 vs. 1,0.64061086
1 vs. 1,0.682277526
1 vs. 1,0.720739065
1 vs. 1,0.797662142
1 vs. 1,0.586134454
1 vs. 1,0.586134454
1 vs. 1,0.57359944
1 vs. 1,0.852941176
1 vs. 1,0.558069382
1 vs. 1,0.934550743
1 vs. 1,0.896089205
1 vs. 1,0.834841629
1 vs. 1,0.74826546
1 vs. 1,0.643277311
1 vs. 1,0.73453997
1 vs. 1,0.528781513
1 vs. 1,0.605392157
1 vs. 1,0.547888386
1 vs. 1,0.589835934
1 vs. 1,0.540522876
1 vs. 1,0.465522876
1 vs. 1,0.949472097
1 vs. 1,0.696638655
1 vs. 1,0.629971989
1 vs. 1,0.649967679
1 vs. 1,0.649967679
1 vs. 1,0.649967679
1 vs. 1,0.726890756
1 vs. 1,0.726890756
1 vs. 1,0.649967679
1 vs. 1,0.529936975
1 vs. 1,0.529936975
1 vs. 1,0.529936975
1 vs. 1,0.601365546
1 vs. 1,0.632528011
1 vs. 1,0.815045249
1 vs. 1,0.531372549
1 vs. 1,0.636500754
1 vs. 1,0.690341521
1 vs. 1,0.546110752
1 vs. 1,0.779788839
1 vs. 1,0.779788839
1 vs. 1,0.702865762
1 vs. 1,0.805882353
1 vs. 1,0.728959276
